name,artist,id,danceability,energy,loudness,speechiness,acousticness,tempo,liveness,valence,mood
,,,,,,,,,,,
Hati-Hati di Jalan,Tulus,2hHeGD57S0BcopfVcmehdl,0.643,0.436,0.414574403,0.0357,0.702,71.969,0.115,0.755,5
,,,,,,,,,,,
Resah Jadi Luka,Daun Jatuh,2sULdMKWdBdK2ZtntuFvSb,0.32,0.266,0.12781034,0.0298,0.953,99.891,0.119,0.177,5
,,,,,,,,,,,
exile (feat. Bon Iver),Taylor Swift,4pvb0WLRcMtbPGmtejJJ6y,0.298,0.38,0.667920567,0.0287,0.778,75.602,0.11,0.152,5
,,,,,,,,,,,
As It Was,Harry Styles,4LRPiXqCikLlN15c3yImP7,0.52,0.731,0.938063162,0.0557,0.342,173.93,0.311,0.662,5
,,,,,,,,,,,
"never mind, let's break up",LANY,3kf1jwKLPepnkPhXsb4etn,0.658,0.74,0.824949698,0.0331,0.0992,101.026,0.186,0.285,5
,,,,,,,,,,,
"무제(無題) (Untitled, 2014)",G-DRAGON,16BS342F89MDqouSxgLaUK,0.583,0.461,0.954247222,0.0321,0.785,79.826,0.13,0.263,5
,,,,,,,,,,,
Sick Feeling,boy pablo,7zxLkZbUxITHabPzGN8Xgc,0.415,0.504,0.529962383,0.0318,0.022,165.86,0.363,0.401,5
,,,,,,,,,,,
Never on the Day You Leave,John Mayer,3TQbr3G3U5wlwEJejmqC1F,0.536,0.355,0.651823987,0.0259,0.733,139.888,0.138,0.22,5
,,,,,,,,,,,
That Should Be Me - Acoustic Version,Justin Bieber,5QzNERx5SNvFJQ4MEocAvO,0.491,0.463,0.847782346,0.0289,0.409,139.784,0.0723,0.0743,5
,,,,,,,,,,,
menangis di jalan pulang,Nadin Amizah,4dzRG1dWHna5Klwp8AByH7,0.352,0.326,0.431283352,0.0332,0.976,131.878,0.106,0.169,5
,,,,,,,,,,,
Luruh,Isyana Sarasvati,7vm2bDIUViATeMyGiYsHxC,0.317,0.152,0.179774298,0.031,0.983,98.565,0.103,0.0771,5
,,,,,,,,,,,
lately,moon tang,0xEpNvwICCpdZU6i2h0GUr,0.84,0.299,0.569766425,0.118,0.271,105.002,0.164,0.553,5
,,,,,,,,,,,
Someone You Loved,Lewis Capaldi,2TIlqbIneP0ZY1O0EzYLlc,0.501,0.405,0.908232001,0.0319,0.751,109.891,0.105,0.446,5
,,,,,,,,,,,
could cry just thinkin about you - Full Version,Troye Sivan,3H7oAhHxkEkSf9iomv2mbG,0.515,0.323,0.438369347,0.0429,0.318,147.972,0.106,0.188,5
,,,,,,,,,,,
happier,Olivia Rodrigo,2tGvwE8GcFKwNdAXMnlbfl,0.395,0.443,0.554719622,0.133,0.765,168.924,0.0839,0.338,5
,,,,,,,,,,,
Somebody Else,The 1975,5hc71nKsUgtwQ3z52KEKQk,0.61,0.788,0.904295337,0.0585,0.195,101.045,0.153,0.472,5
,,,,,,,,,,,
Tutur Batin,Yura Yunita,1k1e4Amkn7hIFrEthtazqT,0.576,0.329,0.629078821,0.0487,0.813,72.91,0.108,0.397,5
,,,,,,,,,,,
Ingkar,Tulus,15h7bmfCBeJtfuaqAi14dU,0.241,0.328,0.649112064,0.03,0.87,86.429,0.125,0.35,5
,,,,,,,,,,,
Pilu Membiru,Kunto Aji,48FTlRoE6Dft6EXIpQgPZb,0.355,0.27,0.443705713,0.0291,0.894,82.373,0.12,0.0542,5
,,,,,,,,,,,
Perfect,Ali Gatie,0iiKH9FbsFKlh7QjmJtYAf,0.398,0.295,0.553669845,0.0297,0.841,109.615,0.107,0.357,5
,,,,,,,,,,,
Lose You To Love Me,Selena Gomez,1HfMVBKM75vxSfsQ5VefZ5,0.505,0.34,0.61726883,0.0438,0.576,101.993,0.21,0.0916,5
,,,,,,,,,,,
Nerves,DPR IAN,2qwplOI7upNGwg2mLVrraw,0.627,0.662,0.987490158,0.035,0.264,140.007,0.115,0.321,5
,,,,,,,,,,,
Halu,Feby Putri,3c4cBEObUsLU8O5I2yQP3l,0.338,0.251,0.132709299,0.0353,0.866,116.419,0.11,0.0963,5
,,,,,,,,,,,
if u could see me cryin' in my room,Arash Buana,2yynRDKYqTLVTcP7FqoyVE,0.469,0.173,0.408100779,0.0426,0.921,140.323,0.12,0.304,5
,,,,,,,,,,,
Your Power,Billie Eilish,042Sl6Mn83JHyLEqdK7uI0,0.632,0.284,0.178112151,0.0801,0.932,129.642,0.233,0.208,5
,,,,,,,,,,,
All Too Well (Taylor's Version),Taylor Swift,1IBhYEvvi02tDVByxIiTh4,0.44,0.528,0.721896597,0.0317,0.0171,185.972,0.234,0.132,5
,,,,,,,,,,,
There's Nothing Left for You,Mitski,3E58JFBc6SLeaTyMCPiKQC,0.385,0.233,0.227276704,0.0448,0.663,145.986,0.108,0.191,5
,,,,,,,,,,,
When I Was Your Man,Bruno Mars,0nJW01T7XtvILxQgC5J7Wh,0.612,0.28,0.648499694,0.0434,0.932,72.795,0.088,0.387,5
,,,,,,,,,,,
Love The Way You Lie,Eminem,15JINEqzVMv3SvJTAXAKED,0.749,0.925,0.96465751,0.227,0.241,86.989,0.52,0.641,5
,,,,,,,,,,,
you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,0.667,0.373,0.583675969,0.05,0.785,124.148,0.0906,0.0823,5
,,,,,,,,,,,
Self Control,Frank Ocean,5GUYJTQap5F3RDQiCOJhrS,0.572,0.209,0.494095005,0.0313,0.765,80.069,0.356,0.446,5
,,,,,,,,,,,
Langit Abu-Abu,Tulus,2FaquTc3FYvNm7RuO1gD6O,0.485,0.133,0.46898784,0.058,0.91,100.593,0.106,0.366,5
,,,,,,,,,,,
Kukira Kau Rumah,Amigdala,20IDoqT46mE7o9o1QcYOsV,0.64,0.282,0.070422535,0.0312,0.936,90.021,0.119,0.579,5
,,,,,,,,,,,
All I Want,Kodaline,2PwXOevGUSkU8qaYZjgLq2,0.209,0.412,0.553582364,0.0443,0.172,86.26,0.0843,0.162,5
,,,,,,,,,,,
The Story Never Ends,Lauv,5cDNs4utoHt0WNRZuziews,0.614,0.126,0.582451229,0.0376,0.911,119.945,0.148,0.351,5
,,,,,,,,,,,
Holocene,Bon Iver,4fbvXwMTXPWaFyaMWUm9CR,0.374,0.304,0.134808853,0.0302,0.943,147.969,0.126,0.147,5
,,,,,,,,,,,
Mesin Waktu,Budi Doremi,4ZX6ww7kJCABHIDQfy9Bmd,0.441,0.308,0.588837372,0.0281,0.845,139.798,0.136,0.381,5
,,,,,,,,,,,
Bertahan Terluka,Fabio Asher,3ajNIJJmIbFFJKZcTolYZO,0.325,0.345,0.570816202,0.0311,0.495,77.835,0.0726,0.135,5
,,,,,,,,,,,
Duka,Last Child,5MIpcd16T59wFeqAChSYwC,0.566,0.885,0.997025632,0.0355,0.122,135.015,0.049,0.31,5
,,,,,,,,,,,
chaotic,Tate McRae,2bdqU7C4softKNcMYDFi96,0.412,0.382,0.790656985,0.0497,0.59,81.493,0.0931,0.318,5
,,,,,,,,,,,
Sisa Rasa,Mahalini,6pmo9ha8iOPZc5lxPU9o8w,0.488,0.405,0.851806491,0.0302,0.503,122.049,0.108,0.152,5
,,,,,,,,,,,
Places We Won't Walk,Bruno Major,30QNjcM3Q1GnLFIIJjWQL1,0.388,0.0859,0,0.0472,0.969,88.253,0.108,0.19,5
,,,,,,,,,,,
Night Changes,One Direction,5O2P9iiztwhomNh8xkR9lJ,0.672,0.52,0.727320444,0.0353,0.859,120.001,0.115,0.37,5
,,,,,,,,,,,
Heather,Conan Gray,4xqrdfXkTW4T0RauPLv3WA,0.357,0.425,0.766337153,0.0333,0.584,102.078,0.322,0.27,5
,,,,,,,,,,,
Losing Us.,raissa anggiani,1O2pZvuJQrSY9gBLIbZCYG,0.433,0.208,0.590237075,0.033,0.975,135.727,0.114,0.234,5
,,,,,,,,,,,
Whiskey Bottle,GANGGA,6FPC5aJiqfqccXxlJoUmwv,0.591,0.504,0.740880063,0.028,0.818,150.028,0.106,0.289,5
,,,,,,,,,,,
I Love You So,The Walters,4SqWKzw0CbA05TGszDgMlc,0.575,0.648,0.977167352,0.0358,0.583,75.977,0.115,0.466,5
,,,,,,,,,,,
vulnerable,dhruv,4MiZmaNIbvO7yY8UltCATD,0.696,0.543,0.641326218,0.0454,0.438,115.983,0.394,0.3,5
,,,,,,,,,,,
Break My Heart Again,FINNEAS,2is19a6HY7ZdWP654IMhEE,0.402,0.151,0.160440906,0.0395,0.907,144.293,0.0941,0.483,5
,,,,,,,,,,,
Sign of the Times,Harry Styles,5Ohxk2dO5COHF1krpoPigN,0.516,0.595,1,0.0313,0.0275,119.972,0.109,0.222,5
,,,,,,,,,,,
Ghost,Justin Bieber,5dPz35akJjPqb17yeqNwqH,0.604,0.741,0.917679993,0.0475,0.178,153.947,0.409,0.473,5
,,,,,,,,,,,
Say Something,A Great Big World,2fPb58e6f8KxejYDCaARwS,0.447,0.158,0.742717173,0.036,0.872,140.942,0.0816,0.142,5
,,,,,,,,,,,
Let Her Go,Passenger,0JmiBCpWc1IAc0et7Xm7FL,0.479,0.545,0.76240049,0.0688,0.365,74.897,0.0963,0.243,5
,,,,,,,,,,,
I'm Not The Only One,Sam Smith,7795WJLVKJoAyVoOtCWqXN,0.677,0.485,0.898084157,0.0361,0.529,82.001,0.0766,0.493,5
,,,,,,,,,,,
Your Power,Billie Eilish,5qNh5WtzMbfpSj2jLlBkoD,0.634,0.285,0.297201154,0.0807,0.937,129.65,0.232,0.203,5
,,,,,,,,,,,
"i hate u, i love u (feat. olivia o'brien)",Garrett Nash,7vRriwrloYVaoAe3a9wJHe,0.492,0.275,0.337942144,0.3,0.687,92.6,0.101,0.18,5
,,,,,,,,,,,
Bruises,Lewis Capaldi,4Of7rzpRpV1mWRbhp5rAqG,0.736,0.308,0.711792738,0.0677,0.946,111.202,0.186,0.361,5
,,,,,,,,,,,
you were good to me,Jeremy Zucker,4CxFN5zON70B3VOPBYbd6P,0.561,0.0848,0.223907645,0.0404,0.913,102.128,0.112,0.206,5
,,,,,,,,,,,
drivers license,Olivia Rodrigo,7lPN2DXiMsVn7XUKtOW1CS,0.585,0.436,0.649305323,0.0601,0.721,143.874,0.105,0.132,5
,,,,,,,,,,,
One Day,Tate McRae,27r2uANqwK7XbsiAZnzf9e,0.52,0.119,0.421974629,0.0407,0.922,69.217,0.0883,0.355,5
,,,,,,,,,,,
Train Wreck,James Arthur,55Am8neGJkdj2ADaM3aw5H,0.311,0.485,0.853010269,0.0365,0.701,77.355,0.0726,0.225,5
,,,,,,,,,,,
Heather,Conan Gray,4xqrdfXkTW4T0RauPLv3WA,0.357,0.425,0.747298476,0.0333,0.584,102.078,0.322,0.27,5
,,,,,,,,,,,
Angels Like You,Miley Cyrus,1daDRI9ahBonbWD8YcxOIB,0.672,0.642,0.966507819,0.0313,0.0981,121.981,0.1,0.494,5
,,,,,,,,,,,
BIG BOY,RHIC,3tbnAt9Ydil1pBKM05SwOo,0.797,0.201,0.537083026,0.049,0.882,119.887,0.107,0.294,5
,,,,,,,,,,,
July,Noah Cyrus,6J2LdBN97cDWn0MLxYh9HB,0.708,0.186,0.636418552,0.042,0.868,72.541,0.0779,0.322,5
,,,,,,,,,,,
The Heart Wants What It Wants,Selena Gomez,6wJwkMo278iWVlWl1XQ4WA,0.616,0.789,0.910195315,0.0377,0.053,83.066,0.142,0.621,5
,,,,,,,,,,,
deja vu,Olivia Rodrigo,61KpQadow081I2AsbeLcsb,0.439,0.61,0.751661185,0.116,0.593,181.088,0.341,0.172,5
,,,,,,,,,,,
Happiest Year,Jaymes Young,5kcvBnt6DPX3AMEsCx1qDh,0.501,0.167,0.29357675,0.0484,0.885,112.275,0.111,0.356,5
,,,,,,,,,,,
lovely (with Khalid),Billie Eilish,0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,0.558829452,0.0333,0.934,115.284,0.095,0.12,5
,,,,,,,,,,,
Waves,Dean Lewis,6w8pFOKn42O418qwcQElZ3,0.518,0.729,0.754547285,0.0452,0.183,156.879,0.0643,0.343,5
,,,,,,,,,,,
Complicated,Olivia O'Brien,0jllH0usRFD4LJkJnGK9Lf,0.657,0.355,0.428954963,0.0714,0.694,74.99,0.123,0.0808,5
,,,,,,,,,,,
Happiness is a butterfly,Lana Del Rey,3lG6OtGDsYAOALxEmubQQm,0.467,0.119,0.499697966,0.0401,0.969,70.499,0.0973,0.156,5
,,,,,,,,,,,
Liability,Lorde,6Kkt27YmFyIFrcX3QXFi2o,0.587,0.229,0.481978656,0.128,0.92,75.67,0.1,0.379,5
,,,,,,,,,,,
everything i wanted,Billie Eilish,3ZCTVFBt2Brf31RLEnCkWJ,0.704,0.225,0.267199141,0.0994,0.902,120.006,0.106,0.243,5
,,,,,,,,,,,
Falling,Harry Styles,1ZMiCix7XSAbfAJlEZWMCp,0.567,0.267,0.800926237,0.0299,0.839,110.011,0.089,0.0592,5
,,,,,,,,,,,
you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,0.667,0.373,0.607154843,0.05,0.785,124.148,0.0906,0.0823,5
,,,,,,,,,,,
Sober,Demi Lovato,0STK94RxUulYqWzwFlyAb5,0.397,0.303,0.538425398,0.11,0.798,170.22,0.0824,0.17,5
,,,,,,,,,,,
Video Games,Lana Del Rey,0fBSs3fRoh1yJcne77fdu9,0.236,0.249,0.593328411,0.0348,0.811,72.847,0.087,0.181,5
,,,,,,,,,,,
that way,Tate McRae,7l97ElWmIdVHWUaOeeU5ZC,0.453,0.383,0.498020001,0.163,0.728,105.029,0.387,0.333,5
,,,,,,,,,,,
Wrong Direction,Hailee Steinfeld,5Qsp8mtshe70DX7EYbWZGo,0.39,0.388,0.632122961,0.0355,0.472,72.934,0.157,0.187,5
,,,,,,,,,,,
Jealous,Labrinth,4G92yYrUs0cvY7G41YRI0z,0.439,0.153,0.636619907,0.0479,0.874,116.76,0.107,0.104,5
,,,,,,,,,,,
Six Feet Under,Billie Eilish,2VlLbhGLVJgdOW7kKdWWFc,0.576,0.307,0.382777368,0.0428,0.807,67.513,0.0792,0.157,5
,,,,,,,,,,,
Skinny Love,Birdy,4RL77hMWUq35NYnPLXBpih,0.379,0.29,0.667830056,0.051,0.952,166.467,0.118,0.169,5
,,,,,,,,,,,
Let Me Down Slowly,Alec Benjamin,2qxmye6gAegTMjLKEBoR3d,0.652,0.557,0.853815692,0.0318,0.74,150.073,0.124,0.483,5
,,,,,,,,,,,
i love you,Billie Eilish,6CcJMwBtXByIz4zQLzFkKc,0.421,0.131,0,0.0382,0.952,137.446,0.109,0.12,5
,,,,,,,,,,,
Lost Without You,Freya Ridings,3cWI6Hj9LQ0MfMuhw9uSMc,0.386,0.136,0.615343312,0.0458,0.932,67.016,0.0653,0.0976,5
,,,,,,,,,,,
Selfish,Madison Beer,5UY8jf31X2hJkiAualFTyh,0.375,0.461,0.821061816,0.0279,0.627,75.217,0.386,0.233,5
,,,,,,,,,,,
when the party's over,Billie Eilish,43zdsphuZLzwA9k4DJhU0I,0.367,0.111,0.292033022,0.0972,0.978,82.642,0.0897,0.198,5
,,,,,,,,,,,
Impossible,James Arthur,5yVIlYEHZxQVLyInCdldoS,0.376,0.695,0.916370226,0.0933,0.135,169.533,0.11,0.302,5
,,,,,,,,,,,
champagne problems,Taylor Swift,0sY6ZUTh4yoctD8VIXz339,0.462,0.24,0.42674005,0.0377,0.92,171.319,0.113,0.32,5
,,,,,,,,,,,
Half A Man,Dean Lewis,1ugQtcwmKOXvKAYzhjncmv,0.507,0.204,0.460433586,0.0504,0.855,77.765,0.143,0.343,5
,,,,,,,,,,,
Sorry,Halsey,44n97yHySt0Z9rqPaXgjCK,0.513,0.25,0.608027384,0.0367,0.913,74.103,0.117,0.351,5
,,,,,,,,,,,
From the Dining Table,Harry Styles,1IF5UcqRO42D12vYwceOY6,0.671,0.156,0.144103631,0.0371,0.804,94.08,0.113,0.201,5
,,,,,,,,,,,
Stone Cold,Demi Lovato,3by8IfnW9dZ2t4pZw1WVxz,0.419,0.453,0.721524935,0.0437,0.539,140.327,0.0971,0.356,5
,,,,,,,,,,,
Someone Like You,Adele,1zwMYTA5nlNjZxYrvBB2pV,0.556,0.319,0.683535808,0.0281,0.893,135.187,0.0996,0.294,5
,,,,,,,,,,,
It's You,Ali Gatie,5DqdesEfbRyOlSS3Tf6c29,0.732,0.463,0.769380495,0.0287,0.374,95.971,0.194,0.397,5
,,,,,,,,,,,
Say You Won't Let Go,James Arthur,5uCax9HTNlzGybIStD3vDh,0.358,0.557,0.740787972,0.059,0.695,85.043,0.0902,0.494,5
,,,,,,,,,,,
Lonely,Noah Cyrus,6U1iuA5QfzYRPJxvdcxqtf,0.53,0.281,0.68199208,0.0577,0.798,122.442,0.0928,0.341,5
,,,,,,,,,,,
Consequences,Camila Cabello,7sTtHHrD0zDpmzQzH3zegz,0.455,0.292,0.781461843,0.0563,0.889,84.339,0.106,0.43,5
,,,,,,,,,,,
Someone You Loved,Lewis Capaldi,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,0.856164843,0.0319,0.751,109.891,0.105,0.446,5
,,,,,,,,,,,
ocean eyes,Billie Eilish,7hDVYcQq6MxkdJGweuCtl9,0.511,0.363,0.723874086,0.041,0.816,144.892,0.084,0.169,5
,,,,,,,,,,,
I’ll Still Have Me,Cyn,71HEg3bYLyMAxHuJ3a6KIM,0.604,0.277,0.683670045,0.0286,0.915,82.922,0.113,0.22,5
,,,,,,,,,,,
traitor,Olivia Rodrigo,5CZ40GBx1sQ9agT82CLQCT,0.38,0.339,0.708101215,0.0338,0.691,100.607,0.12,0.0849,5
,,,,,,,,,,,
Kill Em With Kindness - Acoustic,Selena Gomez,6pezb9EwyygkHnJqkjLphG,0.543,0.158,0.236928653,0.032,0.922,94.713,0.102,0.152,5
,,,,,,,,,,,
Close To You,Rihanna,6D2tzc8kRnZb7P1lNwMBLH,0.494,0.17,0.474327136,0.0337,0.895,80.098,0.139,0.145,5
,,,,,,,,,,,
Something's Gotta Give,Camila Cabello,7IL3UOlcJ6nmcCMwpnlfcA,0.545,0.458,0.928585811,0.0279,0.367,79.943,0.118,0.164,5
,,,,,,,,,,,
needy,Ariana Grande,1TEL6MlSSVLSdhOSddidlJ,0.647,0.309,0.703872743,0.0366,0.78,87.045,0.202,0.195,5
,,,,,,,,,,,
idontwannabeyouanymore,Billie Eilish,41zXlQxzTi6cGAjpOXyLYH,0.483,0.412,0.669440902,0.0402,0.737,170.163,0.116,0.247,5
,,,,,,,,,,,
I'm with You,Avril Lavigne,1jlG3KJ3gdYmhfuySFfpO1,0.457,0.406,0.736492382,0.0291,0.08,151.95,0.117,0.208,5
,,,,,,,,,,,
Cinnamon Girl,Lana Del Rey,2mdEsXPu8ZmkHRRtAdC09e,0.294,0.337,0.524934559,0.036,0.814,91.781,0.14,0.135,5
,,,,,,,,,,,
Exhale,Sabrina Carpenter,6CagMrZXJUdGGIw6Eaepos,0.513,0.266,0.525135915,0.0357,0.879,74.009,0.123,0.276,5
,,,,,,,,,,,
I Have Questions,Camila Cabello,3NgCzSW98SsqBdpYcnm4kv,0.393,0.555,0.828176388,0.276,0.405,167.999,0.105,0.22,5
,,,,,,,,,,,
Lookalike,Conan Gray,4K3gM7kzX4POAfrs71HomN,0.434,0.302,0.558292503,0.0378,0.766,121.645,0.149,0.173,5
,,,,,,,,,,,
River Of Tears,Alessia Cara,3ArYVrRb0lDBLzuJJqIXzC,0.389,0.373,0.853412981,0.047,0.928,90.289,0.146,0.283,5
,,,,,,,,,,,
tolerate it,Taylor Swift,0PurA4JVJ8YQgSVopY8fn6,0.316,0.361,0.540573193,0.0488,0.878,74.952,0.0797,0.221,5
,,,,,,,,,,,
Dancing With A Stranger (With Normani) - Acoustic,Sam Smith,29f11nLUcMYQ2Ndbnb7N0o,0.623,0.276,0.640445667,0.0287,0.89,99.623,0.146,0.308,5
,,,,,,,,,,,
Mrs. Potato Head,Melanie Martinez,3K1tdhoeE6koNnWgAxEK9Y,0.517,0.622,1,0.0577,0.174,170.154,0.105,0.463,5
,,,,,,,,,,,
The One That Got Away - Acoustic,Katy Perry,5jx8tCxiO0uIbo2uNia23K,0.714,0.434,0.4626485,0.0396,0.697,123.942,0.0919,0.352,5
,,,,,,,,,,,
favorite crime,Olivia Rodrigo,5JCoSi02qi3jJeHdZXMmR8,0.369,0.272,0.532787435,0.0364,0.866,172.929,0.147,0.218,5
,,,,,,,,,,,
Stay,Rihanna,0GNI8K3VATWBABQFAzBAYe,0.621,0.31,0.555137929,0.0283,0.945,111.893,0.117,0.125,5
,,,,,,,,,,,
Dancing With Your Ghost,Sasha Alex Sloan,1TQXIltqoZ5XXyfCbAeSQQ,0.629,0.328,0.681320894,0.029,0.768,74.953,0.103,0.389,5
,,,,,,,,,,,
Getting Older,Billie Eilish,4HOryCnbme0zBnF8LWij3f,0.599,0.128,0.078797235,0.109,0.974,159.679,0.115,0.367,5
,,,,,,,,,,,
Bored,Billie Eilish,04sN26COy28wTXYj3dMoiZ,0.614,0.318,0.385260756,0.0478,0.896,119.959,0.0795,0.112,5
,,,,,,,,,,,
Lose You To Love Me,Selena Gomez,4l0Mvzj72xxOpRrp6h8nHi,0.488,0.343,0.634270756,0.0436,0.556,102.819,0.21,0.0978,5
,,,,,,,,,,,
happier,Olivia Rodrigo,2tGvwE8GcFKwNdAXMnlbfl,0.395,0.443,0.584938586,0.133,0.765,168.924,0.0839,0.338,5
,,,,,,,,,,,
i don't think i love you anymore,Alaina Castillo,1saZ5nnaCWBjOK09izEK9c,0.557,0.358,0.761124908,0.0329,0.731,72.877,0.163,0.201,5
,,,,,,,,,,,
So Far Away,Surfaces,6cjrJbXoA0VscOXEPgLdYv,0.714,0.68,0.482835821,0.132,0.149,160.021,0.098,0.672,1
,,,,,,,,,,,
Close Your Eyes,Felix Jaehn,7N06jo3EnV792VFaG8vuW6,0.818,0.823,0.745223881,0.2,0.0663,128.136,0.133,0.52,1
,,,,,,,,,,,
Marvin Gaye (feat. Meghan Trainor),Charlie Puth,6ukMqDxnOPOgoHdak7Kyp3,0.795,0.616,0.48880597,0.06,0.417,110.015,0.349,0.815,1
,,,,,,,,,,,
"L.O.V.E. (feat. EARTHGANG, Jon Batiste & Sherwyn)",Yung Bae,3h3szgXLd2FJ0WSWj8om9t,0.81,0.779,0.555522388,0.0485,0.000308,111.054,0.23,0.641,1
,,,,,,,,,,,
Cloudy Day,Tones And I,0mA7zotmg2ZFMRALljdZsS,0.705,0.776,0.367164179,0.0445,0.0643,116.011,0.0246,0.366,1
,,,,,,,,,,,
If You Really Love Me (How Will I Know),David Guetta,1V7bZ9gEIwFQpm8yGxRHNA,0.692,0.883,0.575820896,0.0582,0.0512,122.984,0.228,0.614,1
,,,,,,,,,,,
Blinding Lights,The Weeknd,0sf12qNH5qcw8qpgymFOqD,0.513,0.796,0.66880597,0.0629,0.00147,171.017,0.0938,0.345,1
,,,,,,,,,,,
YES,BEN & TAN,1nAvS4GbkxR7iISU5ZfLPf,0.563,0.583,0.187164179,0.031,0.00658,91.899,0.102,0.525,1
,,,,,,,,,,,
Say My Name,Dimitri Vegas & Like Mike,3GYlQmwfBDo7imFyGPhrl7,0.729,0.788,0.555820896,0.0908,0.0703,118.039,0.115,0.857,1
,,,,,,,,,,,
Be Okay (with HRVY),R3HAB,4ztw0mBC6VBiLV79yRHDQW,0.73,0.558,0.301641791,0.0786,0.0179,100.066,0.128,0.618,1
,,,,,,,,,,,
A-O-K,Tai Verdes,4CbrNGvwVjneG8Nk9YQqMR,0.731,0.626,0.244328358,0.0805,0.125,82.488,0.183,0.862,1
,,,,,,,,,,,
Weekend Vibe,Jubël,5c0lWlmIyCq7hzBhpZasYL,0.688,0.742,0.327313433,0.0496,0.00912,110.026,0.186,0.74,1
,,,,,,,,,,,
Sing It With Me,JP Cooper,60DwQiwwglVkTkTwDTTEId,0.54,0.793,0.623432836,0.0493,0.0744,112.219,0.354,0.399,1
,,,,,,,,,,,
I Found You,Cash Cash,3wYOGJYD31sLRmBgCvWxa4,0.646,0.761,0.895373134,0.0385,0.0714,129.916,0.222,0.472,1
,,,,,,,,,,,
Dive,Hot Shade,0Npijoc6ZcUe1devUugKvI,0.654,0.787,0.530895522,0.0502,0.00515,123.978,0.144,0.409,1
,,,,,,,,,,,
I Don't Care (with Justin Bieber),Ed Sheeran,3HVWdVOQ0ZA45FuZGSfvns,0.798,0.675,0.524626866,0.0442,0.0912,101.956,0.0894,0.842,1
,,,,,,,,,,,
Remember,Becky Hill,4laAKIq9ZxBCwf99rauPYb,0.612,0.862,0.843731343,0.037,0.041,123.849,0.0907,0.354,1
,,,,,,,,,,,
You for Me,Sigala,73QyyUMMvtNELmULI4FOsp,0.733,0.886,1,0.0426,0.0481,126.031,0.191,0.696,1
,,,,,,,,,,,
Dancing in the Moonlight (feat. NEIMY),Jubël,5ow0sNF1zSqp71Ix5jEXWU,0.659,0.617,0.402089552,0.0649,0.27,119.858,0.187,0.187,1
,,,,,,,,,,,
Early In The Morning,Kris Kross Amsterdam,2R9nfayl1NXhuAdEpwG2Qa,0.786,0.679,0.470746269,0.0339,0.021,104.979,0.0433,0.673,1
,,,,,,,,,,,
Heartbreak Anthem (with David Guetta & Little Mix),Galantis,5K6Ssv4Z3zRvxt0P6EKUAP,0.595,0.784,0.548955224,0.102,0.216,124.111,0.0608,0.479,1
,,,,,,,,,,,
Smile,Benjamin Ingrosso,3OUlwrGsM6xGuA66YVpeGT,0.592,0.749,0.356865672,0.0295,0.000618,127.038,0.166,0.799,1
,,,,,,,,,,,
Somebody To You,The Vamps,6VrLYoQKdhu1Jruei06t65,0.526,0.818,0.388656716,0.0358,0.0587,171.96,0.333,0.896,1
,,,,,,,,,,,
Lil Bit,Nelly,0NmuYnjETG3u3qx0OmEJev,0.707,0.689,0.217761194,0.0387,0.0255,119.987,0.383,0.41,1
,,,,,,,,,,,
THATS WHAT I WANT,Lil Nas X,0e8nrvls4Qqv5Rfa2UhqmO,0.737,0.846,0.603880597,0.22,0.00614,87.981,0.0486,0.546,1
,,,,,,,,,,,
Thelma + Louise,Bastille,4UxATpWvXewD5EZUW01EeQ,0.766,0.83,0.779253731,0.1,0.0146,121.948,0.035,0.756,1
,,,,,,,,,,,
Lasting Lover,Sigala,0DmAvNCAK08oCi7miSZUIY,0.676,0.786,0.601044776,0.0478,0.197,125.983,0.0943,0.483,1
,,,,,,,,,,,
Anyone,Justin Bieber,31qCy5ZaophVA81wtlwLc4,0.686,0.538,0.079104478,0.0345,0.181,115.884,0.113,0.584,1
,,,,,,,,,,,
Hold On Tight,Aloe Blacc,2xytFpmHqcz6UHp1sh0SoR,0.722,0.59,0.155820896,0.0435,0.0264,104.931,0.0793,0.368,1
,,,,,,,,,,,
Hold You Tonight (with Chris Lane),Gryffin,58jecLK0epwMLr9cy5vFUy,0.467,0.795,0.739701493,0.0687,0.102,163.837,0.264,0.472,1
,,,,,,,,,,,
High Horse (feat. BRELAND and Blanco Brown),Nelly,4XMNF67BLR9zzti9XLVFR7,0.876,0.745,0.785074627,0.0587,0.0164,104.996,0.0798,0.946,1
,,,,,,,,,,,
No One Compares To You,Jack & Jack,2jZIfoe48eUeOEnP9Ho4h2,0.703,0.748,0.374477612,0.0435,0.123,111.943,0.0642,0.625,1
,,,,,,,,,,,
Forever Young,UNDRESSD,1J2EmhjTmHQxLShYQK7Xti,0.594,0.725,0.198656716,0.0293,0.0375,122.983,0.237,0.572,1
,,,,,,,,,,,
So Close,NOTD,7FjZU7XFs7P9jHI9Z0yRhK,0.7,0.872,0.397014925,0.0666,0.121,125.03,0.103,0.761,1
,,,,,,,,,,,
Where Did You Go?,Jax Jones,26KOUSe9W0ZsTxMgNfbmq1,0.774,0.784,0.598059701,0.0351,0.194,127.042,0.293,0.533,1
